Episode,Reward,Steps,Epsilon,Success
819,91,10,0.016485538227150154,1
820,91,10,0.0164031105360144,1
821,91,10,0.01632109498333433,1
822,91,10,0.016239489508417658,1
823,91,10,0.01615829206087557,1
824,89,12,0.01607750060057119,1
825,91,10,0.015997113097568336,1
826,91,10,0.015917127532080494,1
827,91,10,0.01583754189442009,1
828,81,11,0.01575835418494799,1
829,91,10,0.01567956241402325,1
830,91,10,0.015601164601953134,1
831,89,12,0.015523158778943369,1
832,91,10,0.015445542985048652,1
833,91,10,0.015368315270123408,1
834,91,10,0.01529147369377279,1
835,91,10,0.015215016325303928,1
836,91,10,0.015138941243677408,1
837,91,10,0.01506324653745902,1
838,91,10,0.014987930304771725,1
839,91,10,0.014912990653247866,1
840,91,10,0.014838425699981627,1
841,91,10,0.01476423357148172,1
842,91,10,0.014690412403624311,1
843,91,10,0.01461696034160619,1
844,91,10,0.014543875539898159,1
845,91,10,0.014471156162198668,1
846,89,12,0.014398800381387675,1
847,91,10,0.014326806379480736,1
848,91,10,0.014255172347583332,1
849,91,10,0.014183896485845416,1
850,91,10,0.014112977003416188,1
851,91,10,0.014042412118399107,1
852,91,10,0.013972200057807112,1
853,91,10,0.013902339057518077,1
854,91,10,0.013832827362230486,1
855,91,10,0.013763663225419333,1
856,91,10,0.013694844909292236,1
857,91,10,0.013626370684745774,1
858,91,10,0.013558238831322046,1
859,91,10,0.013490447637165436,1
860,91,10,0.013422995398979608,1
861,91,10,0.01335588042198471,1
862,91,10,0.013289101019874787,1
863,91,10,0.013222655514775413,1
864,91,10,0.013156542237201536,1
865,91,10,0.013090759526015528,1
866,91,10,0.01302530572838545,1
867,91,10,0.012960179199743523,1
868,91,10,0.012895378303744804,1
869,91,10,0.01283090141222608,1
870,91,10,0.012766746905164949,1
871,91,10,0.012702913170639124,1
872,79,13,0.012639398604785928,1
873,91,10,0.012576201611761997,1
874,91,10,0.012513320603703188,1
875,91,10,0.012450754000684672,1
876,91,10,0.012388500230681249,1
877,91,10,0.012326557729527843,1
878,91,10,0.012264924940880204,1
879,91,10,0.012203600316175803,1
880,91,10,0.012142582314594924,1
881,91,10,0.01208186940302195,1
882,91,10,0.01202146005600684,1
883,91,10,0.011961352755726806,1
884,91,10,0.01190154599194817,1
885,91,10,0.01184203826198843,1
886,91,10,0.011782828070678488,1
887,91,10,0.011723913930325095,1
888,91,10,0.01166529436067347,1
889,91,10,0.011606967888870102,1
890,91,10,0.01154893304942575,1
891,91,10,0.011491188384178622,1
892,91,10,0.011433732442257729,1
893,91,10,0.01137656378004644,1
894,91,10,0.011319680961146208,1
895,91,10,0.011263082556340478,1
896,91,10,0.011206767143558775,1
897,91,10,0.011150733307840981,1
898,91,10,0.011094979641301777,1
899,91,10,0.011039504743095268,1
900,91,10,0.01098430721937979,1
901,91,10,0.010929385683282892,1
902,91,10,0.010874738754866477,1
903,91,10,0.010820365061092144,1
904,91,10,0.010766263235786683,1
905,91,10,0.01071243191960775,1
906,91,10,0.010658869760009713,1
907,91,10,0.010605575411209664,1
908,91,10,0.010552547534153616,1
909,91,10,0.010499784796482848,1
910,91,10,0.010447285872500434,1
911,91,10,0.01039504944313793,1
912,91,10,0.010343074195922241,1
913,91,10,0.01029135882494263,1
914,91,10,0.010239902030817916,1
915,91,10,0.010188702520663827,1
916,91,10,0.010137759008060509,1
917,91,10,0.010087070213020206,1
918,91,10,0.010036634861955105,1
919,91,10,0.01,1
920,91,10,0.01,1
921,91,10,0.01,1
922,81,11,0.01,1
923,91,10,0.01,1
924,91,10,0.01,1
925,91,10,0.01,1
926,89,12,0.01,1
927,89,12,0.01,1
928,91,10,0.01,1
929,91,10,0.01,1
930,91,10,0.01,1
931,91,10,0.01,1
932,91,10,0.01,1
933,91,10,0.01,1
934,91,10,0.01,1
935,91,10,0.01,1
936,91,10,0.01,1
937,91,10,0.01,1
938,91,10,0.01,1
939,91,10,0.01,1
940,91,10,0.01,1
941,91,10,0.01,1
942,91,10,0.01,1
943,91,10,0.01,1
944,91,10,0.01,1
945,91,10,0.01,1
946,91,10,0.01,1
947,91,10,0.01,1
948,91,10,0.01,1
949,91,10,0.01,1
950,91,10,0.01,1
951,81,11,0.01,1
952,91,10,0.01,1
953,91,10,0.01,1
954,91,10,0.01,1
955,91,10,0.01,1
956,91,10,0.01,1
957,81,11,0.01,1
958,91,10,0.01,1
959,81,11,0.01,1
960,91,10,0.01,1
961,91,10,0.01,1
962,91,10,0.01,1
963,91,10,0.01,1
964,91,10,0.01,1
965,91,10,0.01,1
966,91,10,0.01,1
967,91,10,0.01,1
968,91,10,0.01,1
969,91,10,0.01,1
970,91,10,0.01,1
971,91,10,0.01,1
972,91,10,0.01,1
973,91,10,0.01,1
974,91,10,0.01,1
975,91,10,0.01,1
976,91,10,0.01,1
977,91,10,0.01,1
978,91,10,0.01,1
979,91,10,0.01,1
980,91,10,0.01,1
981,91,10,0.01,1
982,91,10,0.01,1
983,91,10,0.01,1
984,91,10,0.01,1
985,91,10,0.01,1
986,91,10,0.01,1
987,91,10,0.01,1
988,91,10,0.01,1
989,89,12,0.01,1
990,91,10,0.01,1
991,91,10,0.01,1
992,91,10,0.01,1
993,91,10,0.01,1
994,91,10,0.01,1
995,91,10,0.01,1
996,91,10,0.01,1
997,91,10,0.01,1
998,91,10,0.01,1
999,91,10,0.01,1
1000,91,10,0.01,1
1001,91,10,0.01,1
1002,91,10,0.01,1
1003,91,10,0.01,1
1004,91,10,0.01,1
1005,91,10,0.01,1
1006,91,10,0.01,1
1007,91,10,0.01,1
1008,91,10,0.01,1
1009,89,12,0.01,1
1010,91,10,0.01,1
1011,91,10,0.01,1
1012,91,10,0.01,1
1013,91,10,0.01,1
1014,91,10,0.01,1
1015,91,10,0.01,1
1016,81,11,0.01,1
1017,91,10,0.01,1
1018,91,10,0.01,1
1019,81,11,0.01,1
1020,91,10,0.01,1
1021,91,10,0.01,1
1022,91,10,0.01,1
1023,91,10,0.01,1
1024,91,10,0.01,1
1025,89,12,0.01,1
1026,91,10,0.01,1
1027,91,10,0.01,1
1028,91,10,0.01,1
1029,91,10,0.01,1
1030,91,10,0.01,1
1031,91,10,0.01,1
1032,91,10,0.01,1
1033,91,10,0.01,1
1034,91,10,0.01,1
1035,91,10,0.01,1
1036,91,10,0.01,1
1037,91,10,0.01,1
1038,91,10,0.01,1
1039,91,10,0.01,1
1040,91,10,0.01,1
1041,91,10,0.01,1
1042,91,10,0.01,1
1043,91,10,0.01,1
1044,91,10,0.01,1
1045,91,10,0.01,1
1046,91,10,0.01,1
1047,91,10,0.01,1
1048,91,10,0.01,1
1049,91,10,0.01,1
1050,91,10,0.01,1
1051,91,10,0.01,1
1052,91,10,0.01,1
1053,91,10,0.01,1
1054,91,10,0.01,1
1055,91,10,0.01,1
1056,91,10,0.01,1
1057,91,10,0.01,1
1058,91,10,0.01,1
1059,91,10,0.01,1
1060,89,12,0.01,1
1061,91,10,0.01,1
1062,91,10,0.01,1
1063,91,10,0.01,1
1064,91,10,0.01,1
1065,91,10,0.01,1
1066,91,10,0.01,1
1067,89,12,0.01,1
1068,91,10,0.01,1
1069,91,10,0.01,1
1070,81,11,0.01,1
1071,91,10,0.01,1
1072,91,10,0.01,1
1073,91,10,0.01,1
1074,91,10,0.01,1
1075,81,11,0.01,1
1076,91,10,0.01,1
1077,91,10,0.01,1
1078,91,10,0.01,1
1079,91,10,0.01,1
1080,91,10,0.01,1
1081,91,10,0.01,1
1082,91,10,0.01,1
1083,91,10,0.01,1
1084,91,10,0.01,1
1085,89,12,0.01,1
1086,81,11,0.01,1
1087,91,10,0.01,1
1088,91,10,0.01,1
1089,91,10,0.01,1
1090,91,10,0.01,1
1091,91,10,0.01,1
1092,81,11,0.01,1
1093,91,10,0.01,1
1094,91,10,0.01,1
1095,91,10,0.01,1
1096,91,10,0.01,1
1097,91,10,0.01,1
1098,91,10,0.01,1
1099,91,10,0.01,1
1100,91,10,0.01,1
1101,91,10,0.01,1
1102,91,10,0.01,1
1103,91,10,0.01,1
1104,91,10,0.01,1
1105,91,10,0.01,1
1106,91,10,0.01,1
1107,91,10,0.01,1
1108,91,10,0.01,1
1109,89,12,0.01,1
1110,91,10,0.01,1
1111,91,10,0.01,1
1112,91,10,0.01,1
1113,91,10,0.01,1
1114,91,10,0.01,1
1115,91,10,0.01,1
1116,91,10,0.01,1
1117,91,10,0.01,1
1118,91,10,0.01,1
1119,91,10,0.01,1
1120,91,10,0.01,1
1121,91,10,0.01,1
1122,91,10,0.01,1
1123,91,10,0.01,1
1124,91,10,0.01,1
1125,91,10,0.01,1
1126,91,10,0.01,1
1127,91,10,0.01,1
1128,81,11,0.01,1
1129,91,10,0.01,1
1130,91,10,0.01,1
1131,91,10,0.01,1
1132,91,10,0.01,1
1133,91,10,0.01,1
1134,91,10,0.01,1
1135,91,10,0.01,1
1136,91,10,0.01,1
1137,91,10,0.01,1
1138,91,10,0.01,1
1139,91,10,0.01,1
1140,91,10,0.01,1
1141,91,10,0.01,1
1142,91,10,0.01,1
1143,91,10,0.01,1
1144,91,10,0.01,1
1145,91,10,0.01,1
1146,91,10,0.01,1
1147,91,10,0.01,1
1148,91,10,0.01,1
1149,91,10,0.01,1
1150,91,10,0.01,1
1151,81,11,0.01,1
1152,91,10,0.01,1
1153,91,10,0.01,1
1154,91,10,0.01,1
1155,91,10,0.01,1
1156,91,10,0.01,1
1157,91,10,0.01,1
1158,91,10,0.01,1
1159,91,10,0.01,1
1160,91,10,0.01,1
1161,91,10,0.01,1
1162,91,10,0.01,1
1163,91,10,0.01,1
1164,91,10,0.01,1
1165,91,10,0.01,1
1166,89,12,0.01,1
1167,91,10,0.01,1
1168,91,10,0.01,1
1169,91,10,0.01,1
1170,91,10,0.01,1
1171,91,10,0.01,1
1172,91,10,0.01,1
1173,91,10,0.01,1
1174,91,10,0.01,1
1175,91,10,0.01,1
1176,91,10,0.01,1
1177,91,10,0.01,1
1178,91,10,0.01,1
1179,91,10,0.01,1
1180,91,10,0.01,1
1181,91,10,0.01,1
1182,91,10,0.01,1
1183,91,10,0.01,1
1184,91,10,0.01,1
1185,91,10,0.01,1
1186,91,10,0.01,1
1187,91,10,0.01,1
1188,91,10,0.01,1
1189,91,10,0.01,1
1190,81,11,0.01,1
1191,91,10,0.01,1
1192,91,10,0.01,1
1193,91,10,0.01,1
1194,91,10,0.01,1
1195,91,10,0.01,1
1196,91,10,0.01,1
1197,91,10,0.01,1
1198,91,10,0.01,1
1199,91,10,0.01,1
1200,91,10,0.01,1
1201,91,10,0.01,1
1202,91,10,0.01,1
1203,91,10,0.01,1
1204,91,10,0.01,1
1205,89,12,0.01,1
1206,91,10,0.01,1
1207,91,10,0.01,1
1208,91,10,0.01,1
1209,91,10,0.01,1
1210,91,10,0.01,1
1211,91,10,0.01,1
1212,89,12,0.01,1
1213,91,10,0.01,1
1214,91,10,0.01,1
1215,91,10,0.01,1
1216,91,10,0.01,1
1217,89,12,0.01,1
1218,91,10,0.01,1
1219,91,10,0.01,1
1220,91,10,0.01,1
1221,91,10,0.01,1
1222,91,10,0.01,1
1223,91,10,0.01,1
1224,91,10,0.01,1
1225,81,11,0.01,1
1226,91,10,0.01,1
1227,91,10,0.01,1
1228,91,10,0.01,1
1229,91,10,0.01,1
1230,91,10,0.01,1
1231,91,10,0.01,1
1232,91,10,0.01,1
1233,91,10,0.01,1
1234,91,10,0.01,1
1235,91,10,0.01,1
1236,91,10,0.01,1
1237,91,10,0.01,1
1238,91,10,0.01,1
1239,91,10,0.01,1
1240,91,10,0.01,1
1241,91,10,0.01,1
1242,91,10,0.01,1
1243,91,10,0.01,1
1244,91,10,0.01,1
1245,91,10,0.01,1
1246,91,10,0.01,1
1247,91,10,0.01,1
1248,91,10,0.01,1
1249,91,10,0.01,1
1250,91,10,0.01,1
1251,91,10,0.01,1
1252,91,10,0.01,1
1253,91,10,0.01,1
1254,91,10,0.01,1
1255,91,10,0.01,1
1256,91,10,0.01,1
1257,91,10,0.01,1
1258,91,10,0.01,1
1259,91,10,0.01,1
1260,91,10,0.01,1
1261,91,10,0.01,1
1262,91,10,0.01,1
1263,91,10,0.01,1
1264,91,10,0.01,1
1265,89,12,0.01,1
1266,91,10,0.01,1
1267,91,10,0.01,1
1268,91,10,0.01,1
1269,91,10,0.01,1
1270,91,10,0.01,1
1271,91,10,0.01,1
1272,91,10,0.01,1
1273,91,10,0.01,1
1274,91,10,0.01,1
1275,91,10,0.01,1
1276,91,10,0.01,1
1277,91,10,0.01,1
1278,91,10,0.01,1
1279,91,10,0.01,1
1280,91,10,0.01,1
1281,91,10,0.01,1
1282,89,12,0.01,1
1283,91,10,0.01,1
1284,91,10,0.01,1
1285,91,10,0.01,1
1286,91,10,0.01,1
1287,91,10,0.01,1
1288,91,10,0.01,1
1289,91,10,0.01,1
1290,91,10,0.01,1
1291,91,10,0.01,1
1292,91,10,0.01,1
1293,91,10,0.01,1
1294,91,10,0.01,1
1295,91,10,0.01,1
1296,91,10,0.01,1
1297,91,10,0.01,1
1298,91,10,0.01,1
1299,91,10,0.01,1
1300,91,10,0.01,1
1301,91,10,0.01,1
1302,91,10,0.01,1
1303,91,10,0.01,1
1304,91,10,0.01,1
1305,91,10,0.01,1
1306,91,10,0.01,1
1307,91,10,0.01,1
1308,91,10,0.01,1
1309,91,10,0.01,1
1310,91,10,0.01,1
1311,91,10,0.01,1
1312,91,10,0.01,1
1313,91,10,0.01,1
1314,89,12,0.01,1
1315,91,10,0.01,1
1316,91,10,0.01,1
1317,91,10,0.01,1
1318,91,10,0.01,1
1319,91,10,0.01,1
1320,91,10,0.01,1
1321,91,10,0.01,1
1322,91,10,0.01,1
1323,91,10,0.01,1
1324,89,12,0.01,1
1325,91,10,0.01,1
1326,91,10,0.01,1
1327,91,10,0.01,1
1328,91,10,0.01,1
1329,91,10,0.01,1
1330,91,10,0.01,1
1331,91,10,0.01,1
1332,91,10,0.01,1
1333,91,10,0.01,1
1334,91,10,0.01,1
1335,91,10,0.01,1
1336,81,11,0.01,1
1337,91,10,0.01,1
1338,91,10,0.01,1
1339,91,10,0.01,1
1340,91,10,0.01,1
1341,91,10,0.01,1
1342,91,10,0.01,1
1343,91,10,0.01,1
1344,91,10,0.01,1
1345,91,10,0.01,1
1346,91,10,0.01,1
1347,91,10,0.01,1
1348,91,10,0.01,1
1349,89,12,0.01,1
1350,91,10,0.01,1
1351,91,10,0.01,1
1352,91,10,0.01,1
1353,91,10,0.01,1
1354,91,10,0.01,1
1355,89,12,0.01,1
1356,91,10,0.01,1
1357,91,10,0.01,1
1358,91,10,0.01,1
1359,91,10,0.01,1
1360,91,10,0.01,1
1361,91,10,0.01,1
1362,91,10,0.01,1
1363,91,10,0.01,1
1364,81,11,0.01,1
1365,91,10,0.01,1
1366,91,10,0.01,1
1367,91,10,0.01,1
1368,91,10,0.01,1
1369,91,10,0.01,1
1370,91,10,0.01,1
1371,91,10,0.01,1
1372,91,10,0.01,1
1373,91,10,0.01,1
1374,91,10,0.01,1
1375,91,10,0.01,1
1376,91,10,0.01,1
1377,81,11,0.01,1
1378,91,10,0.01,1
1379,91,10,0.01,1
1380,91,10,0.01,1
1381,91,10,0.01,1
1382,91,10,0.01,1
1383,89,12,0.01,1
1384,91,10,0.01,1
1385,91,10,0.01,1
1386,91,10,0.01,1
1387,81,11,0.01,1
1388,91,10,0.01,1
1389,91,10,0.01,1
1390,91,10,0.01,1
1391,91,10,0.01,1
1392,91,10,0.01,1
1393,91,10,0.01,1
1394,91,10,0.01,1
1395,91,10,0.01,1
1396,91,10,0.01,1
1397,91,10,0.01,1
1398,91,10,0.01,1
1399,91,10,0.01,1
1400,91,10,0.01,1
1401,91,10,0.01,1
1402,91,10,0.01,1
1403,91,10,0.01,1
1404,91,10,0.01,1
1405,91,10,0.01,1
1406,81,11,0.01,1
1407,91,10,0.01,1
1408,91,10,0.01,1
1409,91,10,0.01,1
1410,91,10,0.01,1
1411,91,10,0.01,1
1412,91,10,0.01,1
1413,91,10,0.01,1
1414,91,10,0.01,1
1415,91,10,0.01,1
1416,91,10,0.01,1
1417,91,10,0.01,1
1418,91,10,0.01,1
1419,91,10,0.01,1
1420,91,10,0.01,1
1421,91,10,0.01,1
1422,91,10,0.01,1
1423,91,10,0.01,1
1424,91,10,0.01,1
1425,91,10,0.01,1
1426,91,10,0.01,1
1427,91,10,0.01,1
1428,91,10,0.01,1
1429,91,10,0.01,1
1430,91,10,0.01,1
1431,91,10,0.01,1
1432,91,10,0.01,1
1433,91,10,0.01,1
1434,91,10,0.01,1
1435,91,10,0.01,1
1436,91,10,0.01,1
1437,91,10,0.01,1
1438,81,11,0.01,1
1439,91,10,0.01,1
1440,91,10,0.01,1
1441,91,10,0.01,1
1442,91,10,0.01,1
1443,91,10,0.01,1
1444,91,10,0.01,1
1445,91,10,0.01,1
1446,81,11,0.01,1
1447,91,10,0.01,1
1448,91,10,0.01,1
1449,91,10,0.01,1
1450,91,10,0.01,1
1451,91,10,0.01,1
1452,91,10,0.01,1
1453,89,12,0.01,1
1454,91,10,0.01,1
1455,91,10,0.01,1
1456,79,13,0.01,1
1457,91,10,0.01,1
1458,91,10,0.01,1
1459,91,10,0.01,1
1460,91,10,0.01,1
1461,91,10,0.01,1
1462,91,10,0.01,1
1463,91,10,0.01,1
1464,91,10,0.01,1
1465,91,10,0.01,1
1466,91,10,0.01,1
1467,91,10,0.01,1
1468,91,10,0.01,1
1469,91,10,0.01,1
1470,91,10,0.01,1
1471,91,10,0.01,1
1472,91,10,0.01,1
1473,91,10,0.01,1
1474,91,10,0.01,1
1475,91,10,0.01,1
1476,91,10,0.01,1
1477,81,11,0.01,1
1478,91,10,0.01,1
1479,91,10,0.01,1
1480,91,10,0.01,1
1481,91,10,0.01,1
1482,81,11,0.01,1
1483,91,10,0.01,1
1484,91,10,0.01,1
1485,91,10,0.01,1
1486,91,10,0.01,1
1487,91,10,0.01,1
1488,91,10,0.01,1
1489,81,11,0.01,1
1490,81,11,0.01,1
1491,91,10,0.01,1
1492,91,10,0.01,1
1493,91,10,0.01,1
1494,91,10,0.01,1
1495,91,10,0.01,1
1496,91,10,0.01,1
1497,91,10,0.01,1
1498,91,10,0.01,1
1499,91,10,0.01,1
1500,91,10,0.01,1
1501,91,10,0.01,1
1502,91,10,0.01,1
1503,91,10,0.01,1
1504,91,10,0.01,1
1505,91,10,0.01,1
1506,91,10,0.01,1
1507,81,11,0.01,1
1508,91,10,0.01,1
1509,91,10,0.01,1
1510,91,10,0.01,1
1511,91,10,0.01,1
1512,91,10,0.01,1
1513,81,11,0.01,1
1514,91,10,0.01,1
1515,91,10,0.01,1
1516,91,10,0.01,1
1517,91,10,0.01,1
1518,91,10,0.01,1
1519,91,10,0.01,1
1520,91,10,0.01,1
1521,91,10,0.01,1
1522,91,10,0.01,1
1523,89,12,0.01,1
1524,91,10,0.01,1
1525,91,10,0.01,1
1526,91,10,0.01,1
1527,91,10,0.01,1
1528,91,10,0.01,1
1529,91,10,0.01,1
1530,91,10,0.01,1
1531,91,10,0.01,1
1532,91,10,0.01,1
1533,89,12,0.01,1
1534,91,10,0.01,1
1535,91,10,0.01,1
1536,91,10,0.01,1
1537,91,10,0.01,1
1538,91,10,0.01,1
1539,91,10,0.01,1
1540,91,10,0.01,1
1541,91,10,0.01,1
1542,91,10,0.01,1
1543,91,10,0.01,1
1544,91,10,0.01,1
1545,91,10,0.01,1
1546,91,10,0.01,1
1547,91,10,0.01,1
1548,91,10,0.01,1
1549,91,10,0.01,1
1550,91,10,0.01,1
1551,91,10,0.01,1
1552,91,10,0.01,1
1553,91,10,0.01,1
1554,91,10,0.01,1
1555,91,10,0.01,1
1556,91,10,0.01,1
1557,91,10,0.01,1
1558,81,11,0.01,1
1559,91,10,0.01,1
1560,91,10,0.01,1
1561,91,10,0.01,1
1562,91,10,0.01,1
1563,91,10,0.01,1
1564,91,10,0.01,1
1565,91,10,0.01,1
1566,91,10,0.01,1
1567,91,10,0.01,1
1568,91,10,0.01,1
1569,91,10,0.01,1
1570,81,11,0.01,1
1571,91,10,0.01,1
1572,91,10,0.01,1
1573,91,10,0.01,1
1574,81,11,0.01,1
1575,91,10,0.01,1
1576,91,10,0.01,1
1577,91,10,0.01,1
1578,91,10,0.01,1
1579,81,11,0.01,1
1580,91,10,0.01,1
1581,91,10,0.01,1
1582,91,10,0.01,1
1583,91,10,0.01,1
1584,89,12,0.01,1
1585,91,10,0.01,1
1586,91,10,0.01,1
1587,91,10,0.01,1
1588,91,10,0.01,1
1589,91,10,0.01,1
1590,91,10,0.01,1
1591,91,10,0.01,1
1592,91,10,0.01,1
1593,91,10,0.01,1
1594,91,10,0.01,1
1595,91,10,0.01,1
1596,91,10,0.01,1
1597,81,11,0.01,1
1598,91,10,0.01,1
1599,91,10,0.01,1
1600,91,10,0.01,1
1601,91,10,0.01,1
1602,91,10,0.01,1
1603,89,12,0.01,1
1604,91,10,0.01,1
1605,91,10,0.01,1
1606,91,10,0.01,1
1607,89,12,0.01,1
1608,91,10,0.01,1
1609,91,10,0.01,1
1610,91,10,0.01,1
1611,91,10,0.01,1
1612,91,10,0.01,1
1613,91,10,0.01,1
1614,91,10,0.01,1
1615,91,10,0.01,1
1616,91,10,0.01,1
1617,91,10,0.01,1
1618,91,10,0.01,1
1619,91,10,0.01,1
1620,91,10,0.01,1
1621,91,10,0.01,1
1622,91,10,0.01,1
1623,91,10,0.01,1
1624,91,10,0.01,1
1625,91,10,0.01,1
1626,91,10,0.01,1
1627,91,10,0.01,1
1628,91,10,0.01,1
1629,91,10,0.01,1
1630,91,10,0.01,1
1631,91,10,0.01,1
1632,91,10,0.01,1
1633,91,10,0.01,1
1634,91,10,0.01,1
1635,91,10,0.01,1
1636,91,10,0.01,1
1637,91,10,0.01,1
1638,91,10,0.01,1
1639,91,10,0.01,1
1640,91,10,0.01,1
1641,91,10,0.01,1
1642,89,12,0.01,1
1643,91,10,0.01,1
1644,91,10,0.01,1
1645,91,10,0.01,1
1646,91,10,0.01,1
1647,91,10,0.01,1
1648,91,10,0.01,1
1649,91,10,0.01,1
1650,91,10,0.01,1
1651,91,10,0.01,1
1652,91,10,0.01,1
1653,91,10,0.01,1
1654,91,10,0.01,1
1655,91,10,0.01,1
1656,91,10,0.01,1
1657,91,10,0.01,1
1658,91,10,0.01,1
1659,91,10,0.01,1
1660,91,10,0.01,1
1661,91,10,0.01,1
1662,91,10,0.01,1
1663,91,10,0.01,1
1664,91,10,0.01,1
1665,91,10,0.01,1
1666,91,10,0.01,1
1667,91,10,0.01,1
1668,91,10,0.01,1
1669,91,10,0.01,1
1670,91,10,0.01,1
1671,91,10,0.01,1
1672,91,10,0.01,1
1673,91,10,0.01,1
1674,91,10,0.01,1
1675,81,11,0.01,1
1676,91,10,0.01,1
1677,91,10,0.01,1
1678,91,10,0.01,1
1679,91,10,0.01,1
1680,89,12,0.01,1
1681,91,10,0.01,1
1682,81,11,0.01,1
1683,91,10,0.01,1
1684,91,10,0.01,1
1685,81,11,0.01,1
1686,91,10,0.01,1
1687,91,10,0.01,1
1688,91,10,0.01,1
1689,91,10,0.01,1
1690,91,10,0.01,1
1691,91,10,0.01,1
1692,91,10,0.01,1
1693,91,10,0.01,1
1694,91,10,0.01,1
1695,91,10,0.01,1
1696,91,10,0.01,1
1697,91,10,0.01,1
1698,91,10,0.01,1
1699,91,10,0.01,1
1700,91,10,0.01,1
1701,91,10,0.01,1
1702,91,10,0.01,1
1703,91,10,0.01,1
1704,91,10,0.01,1
1705,91,10,0.01,1
1706,91,10,0.01,1
1707,91,10,0.01,1
1708,91,10,0.01,1
1709,91,10,0.01,1
1710,91,10,0.01,1
1711,91,10,0.01,1
1712,91,10,0.01,1
1713,89,12,0.01,1
1714,91,10,0.01,1
1715,91,10,0.01,1
1716,91,10,0.01,1
1717,91,10,0.01,1
1718,91,10,0.01,1
1719,91,10,0.01,1
1720,91,10,0.01,1
1721,91,10,0.01,1
1722,89,12,0.01,1
1723,91,10,0.01,1
1724,91,10,0.01,1
1725,91,10,0.01,1
1726,91,10,0.01,1
1727,91,10,0.01,1
1728,91,10,0.01,1
1729,91,10,0.01,1
1730,91,10,0.01,1
1731,91,10,0.01,1
1732,81,11,0.01,1
1733,91,10,0.01,1
1734,91,10,0.01,1
1735,91,10,0.01,1
1736,91,10,0.01,1
1737,91,10,0.01,1
1738,91,10,0.01,1
1739,91,10,0.01,1
1740,91,10,0.01,1
1741,91,10,0.01,1
1742,91,10,0.01,1
1743,91,10,0.01,1
1744,91,10,0.01,1
1745,91,10,0.01,1
1746,91,10,0.01,1
1747,91,10,0.01,1
1748,91,10,0.01,1
1749,91,10,0.01,1
1750,91,10,0.01,1
1751,89,12,0.01,1
1752,91,10,0.01,1
1753,91,10,0.01,1
1754,91,10,0.01,1
1755,91,10,0.01,1
1756,91,10,0.01,1
1757,91,10,0.01,1
1758,91,10,0.01,1
1759,91,10,0.01,1
1760,91,10,0.01,1
1761,91,10,0.01,1
1762,91,10,0.01,1
1763,91,10,0.01,1
1764,91,10,0.01,1
1765,91,10,0.01,1
1766,91,10,0.01,1
1767,81,11,0.01,1
1768,89,12,0.01,1
1769,91,10,0.01,1
1770,91,10,0.01,1
1771,81,11,0.01,1
1772,91,10,0.01,1
1773,91,10,0.01,1
1774,91,10,0.01,1
1775,91,10,0.01,1
1776,91,10,0.01,1
1777,91,10,0.01,1
1778,91,10,0.01,1
1779,91,10,0.01,1
1780,91,10,0.01,1
1781,91,10,0.01,1
1782,91,10,0.01,1
1783,91,10,0.01,1
1784,91,10,0.01,1
1785,91,10,0.01,1
1786,91,10,0.01,1
1787,91,10,0.01,1
1788,91,10,0.01,1
1789,91,10,0.01,1
1790,91,10,0.01,1
1791,89,12,0.01,1
1792,91,10,0.01,1
1793,91,10,0.01,1
1794,91,10,0.01,1
1795,91,10,0.01,1
1796,91,10,0.01,1
1797,91,10,0.01,1
1798,91,10,0.01,1
1799,91,10,0.01,1
1800,91,10,0.01,1
1801,91,10,0.01,1
1802,91,10,0.01,1
1803,91,10,0.01,1
1804,79,13,0.01,1
1805,91,10,0.01,1
1806,91,10,0.01,1
1807,91,10,0.01,1
1808,91,10,0.01,1
1809,91,10,0.01,1
1810,91,10,0.01,1
1811,91,10,0.01,1
1812,91,10,0.01,1
1813,91,10,0.01,1
1814,91,10,0.01,1
1815,91,10,0.01,1
1816,91,10,0.01,1
1817,89,12,0.01,1
1818,91,10,0.01,1
1819,91,10,0.01,1
1820,91,10,0.01,1
1821,91,10,0.01,1
1822,81,11,0.01,1
1823,81,11,0.01,1
1824,91,10,0.01,1
1825,91,10,0.01,1
1826,91,10,0.01,1
1827,91,10,0.01,1
1828,91,10,0.01,1
1829,91,10,0.01,1
1830,91,10,0.01,1
1831,91,10,0.01,1
1832,91,10,0.01,1
1833,89,12,0.01,1
1834,91,10,0.01,1
1835,91,10,0.01,1
1836,91,10,0.01,1
1837,91,10,0.01,1
1838,91,10,0.01,1
1839,91,10,0.01,1
1840,91,10,0.01,1
1841,91,10,0.01,1
1842,91,10,0.01,1
1843,91,10,0.01,1
1844,91,10,0.01,1
1845,91,10,0.01,1
1846,91,10,0.01,1
1847,91,10,0.01,1
1848,91,10,0.01,1
1849,91,10,0.01,1
1850,81,11,0.01,1
1851,91,10,0.01,1
1852,91,10,0.01,1
1853,81,11,0.01,1
1854,91,10,0.01,1
1855,91,10,0.01,1
1856,91,10,0.01,1
1857,91,10,0.01,1
1858,91,10,0.01,1
1859,91,10,0.01,1
1860,91,10,0.01,1
1861,91,10,0.01,1
1862,91,10,0.01,1
1863,91,10,0.01,1
1864,91,10,0.01,1
1865,91,10,0.01,1
1866,91,10,0.01,1
1867,91,10,0.01,1
1868,91,10,0.01,1
